category,glass_name,nasal_engraving,glass_index,material,glass_supplier_id,glass_supplier_name,image_engraving
Verres unifocaux,LifeStyle 4i Close/Active/Allround 1.60 (11 à 16mm) Fin Polarisant,LSI_3I ou LSI_3O ou LSI_3U,1.60,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4i Indoor/Outdoor/Urban PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,LSI_XI ou LSI_XO ou LSI_XU,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4i Close/Active/Allround 1.53 (11 à 16mm) Polarisant,LSI_XI ou LSI_XO ou LSI_XU,1.53,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4i Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 16mm) Blanc,LSI_1LI ou LSI_1LO ou LSI_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4i Indoor/Outdoor/Urban Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LSI_1I ou LSI_1O ou LSI_1U,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4i Close/Active/Allround 1.50 (11 à 16mm) Polarisant,LSI_1I ou LSI_1O ou LSI_1U,1.50,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4 Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,LS_7I ou LS_7O ou LS_7U,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban 1.67 Advanced Lights Protection (11 à 16mm) Blanc,LS_5LI ou LS_5LO ou LS_5LU,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LS_5I ou LS_5O ou LS_5U,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4 Close/Active/Allround 1.67 (11 à 16mm) Fin Polarisant,LS_5I ou LS_5O ou LS_5U,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban 1.60 Advanced Lights Protection (11 à 16mm) Blanc,LS_3LI ou LS_3LO ou LS_3LU,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LS_3I ou LS_3O ou LS_3U,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4 Close/Active/Allround 1.60 (11 à 16mm) Fin Polarisant,LS_3I ou LS_3O ou LS_3U,1.60,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,LS_XI ou LS_XO ou LS_XU,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4 Close/Active/Allround 1.53 (11 à 16mm) Polarisant,LS_XI ou LS_XO ou LS_XU,1.53,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban Organique 1.50 UV2.0 (11 à 16mm) Blanc,LS_1I ou LS_1O ou LS_1U,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 16mm) Blanc,LS_1LI ou LS_1LO ou LS_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4  Indoor/Outdoor/Urban Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LS_1I ou LS_1O ou LS_1U,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,LifeStyle 4 Close/Active/Allround 1.50 (11 à 16mm) Polarisant,LS_1I ou LS_1O ou LS_1U,1.50,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres unifocaux,Lifestyle 3  Indoor/Outdoor/Urban Eynoa 1.67 UV2.0 (11 à 14mm) Blanc/Sensity 2/Sensity Dark,L_5I ou L_5O ou L_5U,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres unifocaux,Lifestyle 3  Indoor/Outdoor/Urban 1.60 Advanced Lights Protection (11 à 14mm) Blanc,L_3LI ou L_3LO ou L_3LU,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,Lifestyle 3  Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 14mm) Blanc,L_1LI ou L_1LO ou L_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Yuniku Work Close/Screen/Space (18 à 24mm) Eyas 1.60 UV2.0 Blanc,YW3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres unifocaux,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,1.6,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1820-nas-leica-MD4L.tif.jpg
Progressif Free-Form Personnalisé,UNITEK 1.50 & UNITEK IP 1.50 + Transitions,T5,1.5,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK 1,60 + UNITEK IP 1,6 + Transitions",T6,1.6,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK 1,67 + UNITEK IP 1,67 + Transitions",T67,1.67,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK 1,74",T74,1.74,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,UNITEK Accommoda 1.50 & UNITEK Accommoda IP 1.50  + Transitions,A5,1.5,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK Accommoda 1,60 + UNITEK Accommoda IP 1,6 + Transitions",A6,1.6,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK Accommoda 1,67 + UNITEK Accommoda IP 1,67 + Transitions",A67,1.67,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,"UNITEK Accommoda 1,74",A74,1.74,ORG,1838,MONT ROYAL,
Progressif Free-Form Personnalisé,OPTIMAL 1.50 & OPTIMAL IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,1.50,ORG,1838,MONT ROYAL,datalake/staging/media\web_832-nas-mont-royal-27.tif.jpg
Verres progressifs,Yseo i BluV Xpert OR 15,https://si.france-optique.com/img/gravures/nasal/web_932-nas-bbgr-151.tif.jpg,1.5,Organique,1344,BBGR OPTIQUE,datalake/staging/media\web_932-nas-bbgr-151.tif.jpg
Verres progressifs,O'Free® WIDR® Formula 2 Drive Short (disponible à partir du 23 septembre 2024),https://si.france-optique.com/img/gravures/nasal/web_1828-nas-optovision-FWD2.tif.jpg,,Orgalit©,789,OPTOVISION GMBH,datalake/staging/media\web_1828-nas-optovision-FWD2.tif.jpg
Uncategorized,Milado Start Mini,https://si.france-optique.com/img/gravures/nasal/web_753-nas-optic2000-04.tif.jpg,1.5,ORG,127,OPTIC 200,datalake/staging/media\web_753-nas-optic2000-04.tif.jpg
Verres de proximité,NeoPerfect ZEN / NeoPerfect ZEN Transitions TM Gen S® / NeoPerfect ZEN Transitions TM XTRActive®,https://si.france-optique.com/img/gravures/nasal/web_369-nas-novacel-34.tif.jpg,1.59,POLY,711,NOVACEL,datalake/staging/media\web_369-nas-novacel-34.tif.jpg
Verres unifocaux,RelaxSee Neo Lite (0.75) 1.60,https://si.france-optique.com/img/gravures/nasal/web_1703-1004-tem-nikon-06.tif.jpg,1.60,ORG,561,NIKON VERRES OPTIQUES,datalake/staging/media\web_1703-1004-tem-nikon-06.tif.jpg
Verres progressifs,"Spectrum 2.0 16 & 19 1,5 Blue Zero",S26 / S29  BZ,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® Attitude III® SV 1,6 Transitions®",AT3 T6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 1,5 Polarisant",AIPZ,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 1,6 Polarisant",AIPZ6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™1,67 Polarisant",AIPZ67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 13 1,5 Polarisant",AI13PZ,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 15 1,6 Transitions®",AI15 T6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 18 1,67 Blue Zero",AI18 BZ67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® FULL FIT 1,6 Polarized",i2F PZ6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® PRO 18 1,6 Polarized",iP8 PZ6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® Attitude III® Fashion 15 & 18 1,6 Polarized",https://si.france-optique.com/img/gravures/nasal/web_194-nas-shamir-47.tif.jpg,1.6,ORG,2397,SHAMIR FRANCE,datalake/staging/media\web_194-nas-shamir-47.tif.jpg
SEIKO PRIME XCEED / FR FREEFORM INDIVIDUALISÉ,"SEIKO SMARTZOOM / FR 1,50 Bl./Sens./Pola.",https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,1407,SEIKO OPTICAL France,datalake/staging/media\web_271-nas-seiko-05.tif.jpg
Verres à Profondeur de champ,Summit CD ou PRO M 1.60,CD3 ou SP3,1.60,MIN Blanc/Fotolux,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Nulux iDentity V+ Eyas 1.60 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,Ni3,1.60,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 1.67 Advanced Lights Protection Blanc,SY5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Yuniku Lite Progressive Eynoa 1.67 UV2.0 (11 à 14mm) Blanc/Sensity 2/Senity Dark,YL_5,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Summit PRO M 1.52,SP1,1.52,MIN Blanc/Fotolux,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Amplitude Plus 1.53 (11mm-15m) Polarisant,DA1X ou DA5X,1.53,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 Eynoa 1.67 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,SY5,1.67,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Yuniku Lite Progressive 1.67 (11 à 14mm) Fin Polarisant,YL_5,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 1.60 Advanced Lights Protection Blanc,SY3L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Yuniku Lite Progressive Eyas 1.60 UV2.0 (11 à 14mm) Blanc/Sensity 2/Sensity Dark,YL_3,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Amplitude Plus 1.50 (11mm-15m) Polarisant,DA11 ou DA51,1.50,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Nulux iDentity V+ Organique 1.50 Blanc/Sensity 2/Sensity Dark/Polarisant,Ni1,1.50,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 Eyas 1.60 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,SY3,1.60,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Yuniku Lite Progressive 1.60 (11 à 14mm) Fin Polarisant,YL_3,1.60,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 PNX 1.53 UV2.0 Blanc/Sensity 2/Polarisant,SYX,1.53,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 1.50 Advanced Lights Protection Blanc,SY1L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync III T5/T9/T13 Organique 1.50 Blanc/Sensity 2/Sensity Dark/Polarisant,SY1,1.50,ORG PHO POLA,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,EnRoute Pro Progressive 1.67 UV2.0 Blanc,RP55V,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,EnRoute Pro Progressive 1.60 UV2.0 Blanc,RP53V,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,EnRoute Progressive 1.67 UV2.0 Blanc,R55V,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,EnRoute Progressive 1.60 UV2.0 Blanc,R53V,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Proximité 100 1.50,L1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Proximité 150 1.50,L1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Proximité 150 1.60,L3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Multifocal FreeForm 1.74  (11-15mm),17FF ou 57FF,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Multifocal FreeForm 1.67  (11-15mm),15FF ou 55FF,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Multifocal FreeForm 1.60  (11-15mm),13FF ou 53FF,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Maxxee Multifocal FreeForm 1.50  (11-15mm),11FF ou 51FF,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Lifestyle 3  Indoor/Outdoor/Urban Organique 1.50 (11 à 14mm) Blanc/Sensity 2/Sensity Dark,L_1I ou L_1O ou L_1U,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Uncategorized,Varilux Digitime Near Stylis Eye Protect System,https://si.france-optique.com/img/gravures/nasal/web_667-nas-essilor-55.tif.jpg,1.67,ORG,521,ESSILOR FRANCE,datalake/staging/media\web_667-nas-essilor-55.tif.jpg
Verres unifocaux,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,1.67,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1820-nas-leica-MD4L.tif.jpg
Progressif Free-Form Personnalisé,OPTIMAL 1.60 & OPTIMAL IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,1.60,ORG,1838,MONT ROYAL,datalake/staging/media\web_832-nas-mont-royal-27.tif.jpg
Verres progressifs,Yseo i Trivex,https://si.france-optique.com/img/gravures/nasal/web_495-nas-bbgr-66.tif.jpg,1.53,Trivex,1344,BBGR OPTIQUE,datalake/staging/media\web_495-nas-bbgr-66.tif.jpg
Verres progressifs,Indoor® WIDR® Book (disponible à partir du 23 septembre 2024),https://si.france-optique.com/img/gravures/nasal/web_1830-nas-optovision-IWB.tif.jpg,,Orgalit©,789,OPTOVISION GMBH,datalake/staging/media\web_1830-nas-optovision-IWB.tif.jpg
Uncategorized,Milado Start 1.6,https://si.france-optique.com/img/gravures/nasal/web_751-nas-optic2000-02.tif.jpg,1.6,ORG,127,OPTIC 200,datalake/staging/media\web_751-nas-optic2000-02.tif.jpg
Verres de proximité,NeoPerfect ZEN / NeoPerfect ZEN Tribrid TM /  NeoPerfect ZEN UV Clear / NeoPerfect ZEN Blue Clear / NeoPerfect ZEN Transitions TM Gen S® / NeoPerfect ZEN Transitions TM XTRActive®,https://si.france-optique.com/img/gravures/nasal/web_369-nas-novacel-34.tif.jpg,1.6,ORG,711,NOVACEL,datalake/staging/media\web_369-nas-novacel-34.tif.jpg
Verres unifocaux,RelaxSee Neo Lite (0.75) 1.67,https://si.france-optique.com/img/gravures/nasal/web_1704-1007-tem-nikon-09.tif.jpg,1.67,ORG,561,NIKON VERRES OPTIQUES,datalake/staging/media\web_1704-1007-tem-nikon-09.tif.jpg
Verres progressifs,"Spectrum 2.0 16 & 19 1,5 Transitions®",S26 / S29  TR,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® Attitude III® SV 1,6 Polarized",AT3 PZ6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 1,5 Transitions®",AIT,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 1,6 Transitions®",AIT6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 1,67 Blue Zero",AIBZ67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 13 1,5 Blue Zero",AI13BZ,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 15 1,6 Polarisant",AI15 PZ6,1.6,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"AUTOGRAPH INTELLIGENCE™ 18 1,67 Polarisant",AI18 PZ67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® FULL FIT 1,67",i2F 67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® PRO 18 1,67",iP8 67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® Attitude III® Fashion 15 & 18 1,67",https://si.france-optique.com/img/gravures/nasal/web_159-nas-shamir-14.tif.jpg,1.67,ORG,2397,SHAMIR FRANCE,datalake/staging/media\web_159-nas-shamir-14.tif.jpg
SEIKO PRIME XCEED / FR FREEFORM INDIVIDUALISÉ,"SEIKO A-Zone 1,74 IP+ Bl.",https://si.france-optique.com/img/gravures/nasal/web_273-nas-seiko-06.tif.jpg,1.74,ORG,1407,SEIKO OPTICAL France,datalake/staging/media\web_273-nas-seiko-06.tif.jpg
Verres à Profondeur de champ,WorkStyle 3 Close/Screen/space (18 à 24mm),WS37,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkStyle 3 Close/Screen/space (18 à 24mm) Eynoa 1.67 UV2.0 Blanc/Sensity 2,WS35,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkStyle 3 Close/Screen/space (18 à 24mm) Eyas 1.60 UV2.0 Blanc/Sensity 2,WS33,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkStyle 3 Close/Screen/space (18 à 24mm) PNX 1.53 UV2.0 Blanc/Sensity 2,WS3X,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkStyle 3 Close/Screen/space (18 à 24mm) Organique 1.50 Blanc/Sensity 2,WS31,1.50,ORG Blanc/ PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 200 Eyvia 1.74 UV2.0 Blanc,DT7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 200 Eynoa 1.67 UV2.0 Blanc,DT5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 200 Eyas 1.60 UV2.0 Blanc,DT3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 200 PNX 1.53 UV2.0 Blanc,DTX,1.53,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 200 Organique 1.50 Blanc,DT1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 400 Eyvia 1.74 UV2.0 Blanc,DT7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 400 Eynoa 1.67 UV2.0 Blanc,DT5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 400 Eyas 1.60 UV2.0 Blanc,DT3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 400 PNX 1.53 UV2.0 Blanc,DTX,1.53,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,WorkSmart Room 400 Organique 1.50 Blanc,DT1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader A Eynoa 1.67 UV2.0 Blanc,DL5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader A Eyas 1.60 UV2.0 Blanc,DL3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader A Organique 1.50 Blanc,DL1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader B Eynoa 1.67 UV2.0 Blanc,DL5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader B Eyas 1.60 UV2.0 Blanc,DL3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,SupeReader B Organique 1.50 Blanc,DL1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Nulux iDentity V+ 1.67 Advanced Lights Protection Blanc,Ni5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Nulux iDentity V+ 1.60 Advanced Lights Protection Blanc,Ni3L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Nulux iDentity V+ 1.50 Advanced Lights Protection Blanc,Ni1L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync IIIi T5/T9/T13 1.67 Advanced Lights Protection Blanc,SYi5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Sync IIIi T5/T9/T13 1.60 Advanced Lights Protection Blanc,SYi3L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Daynamic Eynoa 1.67 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,DP14 ou DP45,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Daynamic Eyas 1.60 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,DP13 ou DP43,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Daynamic 1.50 Advanced Lights Protection (11mm - 14mm) Blanc,DP11L ou DP41L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Balansis 1.67 Advanced Lights Protection (11mm - 14mm) Blanc,B15L ou  B45L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Balansis 1.60 Advanced Lights Protection (11mm - 14mm) Blanc,B13L ou B43L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Balansis 1.50 Advanced Lights Protection (11mm - 14mm) Blanc,B11L ou B41L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Lifestyle 3i Indoor/Outdoor/Urban 1.60 Advanced Lights Protection (11 à 14mm) Blanc,LI_3LI ou LI_3LO ou LI_3LU,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres à Profondeur de champ,Lifestyle 3i Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 14mm) Blanc,LI_1LI ou LI_1LO ou LI_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Uncategorized,Varilux Digitime Near Stylis Blanc,https://si.france-optique.com/img/gravures/nasal/web_667-nas-essilor-55.tif.jpg,1.67,ORG,521,ESSILOR FRANCE,datalake/staging/media\web_667-nas-essilor-55.tif.jpg
Verres unifocaux,MONOVID® DIGITAL Cat.4,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,1.74,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1820-nas-leica-MD4L.tif.jpg
Progressif Free-Form Personnalisé,OPTIMAL 1.67 & OPTIMAL IP 1.67 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_832-nas-mont-royal-27.tif.jpg,1.67,ORG,1838,MONT ROYAL,datalake/staging/media\web_832-nas-mont-royal-27.tif.jpg
Verres progressifs,Yseo i Tilium,https://si.france-optique.com/img/gravures/nasal/web_496-nas-bbgr-67.tif.jpg,1.59,Polycarbonate,1344,BBGR OPTIQUE,datalake/staging/media\web_496-nas-bbgr-67.tif.jpg
Verres progressifs,Indoor® WIDR® PC (disponible à partir du 23 septembre 2024),https://si.france-optique.com/img/gravures/nasal/web_1831-nas-optovision-IWP.tif.jpg,,Orgalit©,789,OPTOVISION GMBH,datalake/staging/media\web_1831-nas-optovision-IWP.tif.jpg
Uncategorized,Milado Start Mini 1.6,https://si.france-optique.com/img/gravures/nasal/web_752-nas-optic2000-03.tif.jpg,1.6,ORG,127,OPTIC 200,datalake/staging/media\web_752-nas-optic2000-03.tif.jpg
Verres de proximité,NeoPerfect ZEN / NeoPerfect ZEN Blue Clear / NeoPerfect ZEN Transitions TM Gen S® / NeoPerfect ZEN Transitions TM XTRActive®,https://si.france-optique.com/img/gravures/nasal/web_369-nas-novacel-34.tif.jpg,1.67,ORG,711,NOVACEL,datalake/staging/media\web_369-nas-novacel-34.tif.jpg
Verres unifocaux,RelaxSee Neo Lite (0.75) 1.74,https://si.france-optique.com/img/gravures/nasal/web_1705-1010-tem-nikon-12.tif.jpg,1.74,ORG,561,NIKON VERRES OPTIQUES,datalake/staging/media\web_1705-1010-tem-nikon-12.tif.jpg
Verres progressifs,"Spectrum 2.0 16 & 19 1,5 Polarisant",S26 / S29  PZ,1.5,ORG,2397,SHAMIR FRANCE,
Verres progressifs,"InoTime® Attitude III® SV 1,67",AT3 67,1.67,ORG,2397,SHAMIR FRANCE,
Verres progressifs,AUTOGRAPH INTELLIGENCE™ Poly,AI P,1.59,POLY,2397,SHAMIR FRANCE,
Verres progressifs,AUTOGRAPH INTELLIGENCE™ 13 Poly,AI13 P,1.59,POLY,2397,SHAMIR FRANCE,
