category,glass_name,nasal_engraving,glass_index,material,glass_supplier_id,glass_supplier_name,image_engraving
Verres progressifs,Attitude III Fashion 15 & 18 Poly Transitions®,https://si.france-optique.com/img/gravures/nasal/web_218-nas-shamir-71.tif.jpg,1.59,POLY,2397,SHAMIR FRANCE,datalake/staging/media\web_218-nas-shamir-71.tif.jpg
Uncategorized,Varilux S design short Orma Eye Protect System et Orma Transitions,https://si.france-optique.com/img/gravures/nasal/web_619-nas-essilor-15.tif.jpg,1.5,ORG,521,ESSILOR FRANCE,datalake/staging/media\web_619-nas-essilor-15.tif.jpg
Uncategorized,ZEISS unifocal Superb Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal Superb 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal Superb 1.5,,ORG,"1,5",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual 1.74,,ORG,"1,74",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual 1.67,,ORG,"1,67",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual 1.6,,ORG,"1,6",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Individual 1.5,,ORG,"1,5",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe 1.74,,ORG,"1,74",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe 1.67,,ORG,"1,67",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe 1.6,,ORG,"1,6",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal DriveSafe 1.5,,ORG,"1,5",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First 1.74,,ORG,"1,74",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First 1.67,,ORG,"1,67",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First 1.6,,ORG,"1,6",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
Uncategorized,Zeiss Digital Lens First 1.5,,ORG,"1,5",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS Digital EnergizeMe 1.67,,ORG,"1,67",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS Digital EnergizeMe 1.6,,ORG,"1,6",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS Digital EnergizeMe Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Verres progressifs,SupeReader A Eynoa 1.67 UV2.0 Blanc,DL5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,SupeReader A Eyas 1.60 UV2.0 Blanc,DL3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,SupeReader A Organique 1.50 Blanc,DL1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,SupeReader B Eynoa 1.67 UV2.0 Blanc,DL5,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,SupeReader B Eyas 1.60 UV2.0 Blanc,DL3,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,SupeReader B Organique 1.50 Blanc,DL1,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Nulux iDentity V+ 1.67 Advanced Lights Protection Blanc,Ni5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Nulux iDentity V+ 1.60 Advanced Lights Protection Blanc,Ni3L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Nulux iDentity V+ 1.50 Advanced Lights Protection Blanc,Ni1L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Sync IIIi T5/T9/T13 1.67 Advanced Lights Protection Blanc,SYi5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Sync IIIi T5/T9/T13 1.60 Advanced Lights Protection Blanc,SYi3L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic Eynoa 1.67 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,DP14 ou DP45,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic Eyas 1.60 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,DP13 ou DP43,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic 1.50 Advanced Lights Protection (11mm - 14mm) Blanc,DP11L ou DP41L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis 1.67 Advanced Lights Protection (11mm - 14mm) Blanc,B15L ou  B45L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis 1.60 Advanced Lights Protection (11mm - 14mm) Blanc,B13L ou B43L,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis 1.50 Advanced Lights Protection (11mm - 14mm) Blanc,B11L ou B41L,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Lifestyle 3i Indoor/Outdoor/Urban 1.60 Advanced Lights Protection (11 à 14mm) Blanc,LI_3LI ou LI_3LO ou LI_3LU,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Lifestyle 3i Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 14mm) Blanc,LI_1LI ou LI_1LO ou LI_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,LSI_7I ou LSI_7O ou LSI_7U,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban 1.67 Advanced Lights Protection (11 à 16mm) Blanc,LSI_5LI ou SLI_5LO ou LSI_5LU,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i  Indoor/Outdoor/Urban Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LSI_5I ou LSI_5O ou LSI_5U,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Close/Active/Allround 1.67 (11 à 16mm) Fin Polarisant,LSI_5I ou LSI_5O ou LSI_5U,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban 1.60 Advanced Lights Protection (11 à 16mm) Blanc,LSI_3LI ou LSI_3LO ou LSI_3LU,1.60,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LSI_3I ou LSI_3O ou LSI_3U,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Close/Active/Allround 1.60 (11 à 16mm) Fin Polarisant,LSI_3I ou LSI_3O ou LSI_3U,1.60,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,LSI_XI ou LSI_XO ou LSI_XU,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Close/Active/Allround 1.53 (11 à 16mm) Polarisant,LSI_XI ou LSI_XO ou LSI_XU,1.53,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban 1.50 Advanced Lights Protection (11 à 16mm) Blanc,LSI_1LI ou LSI_1LO ou LSI_1LU,1.50,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Indoor/Outdoor/Urban Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LSI_1I ou LSI_1O ou LSI_1U,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4i Close/Active/Allround 1.50 (11 à 16mm) Polarisant,LSI_1I ou LSI_1O ou LSI_1U,1.50,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4 Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,LS_7I ou LS_7O ou LS_7U,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4  Indoor/Outdoor/Urban 1.67 Advanced Lights Protection (11 à 16mm) Blanc,LS_5LI ou LS_5LO ou LS_5LU,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 4  Indoor/Outdoor/Urban Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,LS_5I ou LS_5O ou LS_5U,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
SEIKO PRIME XCEED / FR FREEFORM INDIVIDUALISÉ,"SEIKO EMBLEM XtraWide/ FR 1,50 Bl./Sens./Pola.",https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,1407,SEIKO OPTICAL France,datalake/staging/media\web_271-nas-seiko-05.tif.jpg
Verres dégressifs,SERENA+ / Blue Natural / Fotocolor / Transition,https://si.france-optique.com/img/gravures/nasal/web_1811-octo.tif.jpg,1.67,ORG,70,DIVEL FRANCE,datalake/staging/media\web_1811-octo.tif.jpg
Verres progressifs,"MONOVID® DIGITAL Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,1.67,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1820-nas-leica-MD4L.tif.jpg
Progressif Free-Form Personnalisé,NATURAL 1.60 + NATURAL IP 1.60 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_97-nas-mont-royal-04.tif.jpg,1.6,ORG,1838,MONT ROYAL,datalake/staging/media\web_97-nas-mont-royal-04.tif.jpg
Uncategorized,EPSY 150 Cozylens,https://si.france-optique.com/img/gravures/nasal/web_852-oph-com_2019.tif.jpg,1.50,ORG,2395,OPHTALMIC COMPAGNIE,datalake/staging/media\web_852-oph-com_2019.tif.jpg
Uncategorized,"Kléra HD Platinium 1.67 Transitions 8 Brun, Gris et Vert",,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,"Kléra Sport 1.67 Transitions 8 Brun, Gris et Vert",,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra Plus Evo 1.67 Polarisant Brun et Gris,,1.67,ORG POLA.,2217,K OPTICAL,
Uncategorized,"K Platinium 1.67 Transitions 8 Brun, Gris et Vert",,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,"K Repos 1.67 Transitions 8 Brun, Gris et Vert",,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,"K Sport 1.67 Transitions 8 Brun, Gris et Vert",,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,K Office 1.5 Kromatic BLUE/KUT SE Brun et Gris,,1.5,ORG PHO,2217,K OPTICAL,
Uncategorized,Kléra Plus Evo 1.74,,1.74,ORG,2217,K OPTICAL,
Uncategorized,K Room 1.5,,1.50,ORG,2217,K OPTICAL,
Uncategorized,K Repos 1.67 Transitions Xtractive Brun et Gris,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra HD Platinium 1.67 Transitions 8 Style,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra Sport 1.67 Transitions Style,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,K Platinium 1.67 Transitions Style,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,K Sport 1.67 Transitions 8 Style,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra HD Platinium Polycarbonate,,1.59,POLY,2217,K OPTICAL,
Uncategorized,Kléra HD Platinium 1.67 Transitions Xtractive Brun et Gris,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra Sport 1.67 Transitions Xtractive Brun et Gris,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,Kléra Plus Evo 1.74 BLUE/KUT SE,,1.74,ORG,2217,K OPTICAL,
Uncategorized,K Room 1.5 BLUE/KUT SE,,1.50,ORG,2217,K OPTICAL,
Uncategorized,K Platinium 1.67 Transitions Xtractive Brun et Gris,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,K Sport 1.67 Transitions Xtractive Brun et Gris,,1.67,ORG TRANS,2217,K OPTICAL,
Uncategorized,"K Repos 1.67 Polarisant Brun, Gris",,1.67,ORG POLA,2217,K OPTICAL,
Uncategorized,Kléra HD Platinium Polycarbonate BLUE/KUT SE,,1.59,POLY,2217,K OPTICAL,
Uncategorized,Kléra HD Platinium 1.74,,1.74,ORG,2217,K OPTICAL,
Uncategorized,Kléra Sport 1.74,,1.74,ORG,2217,K OPTICAL,
Uncategorized,K Room 1.5 Kromatic Brun et Gris,,1.50,ORG PHO.,2217,K OPTICAL,
Verres progressifs,Anateo Plus Mio Tilium,https://si.france-optique.com/img/gravures/nasal/web_456-nas-bbgr-19.tif.jpg,1.59,Polycarbonate,1344,BBGR OPTIQUE,datalake/staging/media\web_456-nas-bbgr-19.tif.jpg
Uncategorized,Vision Ordinateur MD 10 1.6,https://si.france-optique.com/img/gravures/nasal/web_766-nas-optic2000-17.tif.jpg,1.6,ORG,127,OPTIC 200,datalake/staging/media\web_766-nas-optic2000-17.tif.jpg
Verres progressifs,O'Free® 4.1 Orgalit® Formula 2 Drive Regular,https://si.france-optique.com/img/gravures/nasal/web_1602-nas-optovision-F1D2.tif.jpg,,Orgalit®,789,OPTOVISION GMBH,datalake/staging/media\web_1602-nas-optovision-F1D2.tif.jpg
Verres progressifs,Impression B.I.G. NORM 1.54 ColorMatic 3,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM Sport 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM Sport 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. NORM Sport 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. EXACT 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. EXACT 1.54 ColorMatic 3,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. EXACT 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. EXACT 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Impression B.I.G. EXACT 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. NORM 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. NORM 1.54 ColorMatic 3,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. NORM 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. NORM 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. NORM 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. EXACT 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. EXACT 1.54 ColorMatic 3,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. EXACT 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. EXACT 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Multigressiv B.I.G. EXACT 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv B.I.G. NORM 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv B.I.G. NORM 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv B.I.G. NORM 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv B.I.G. NORM 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv Life 1.5,65 50,1.5,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv Life 1.6,65 60,1.6,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv Life 1.67,65 67,1.67,ORG,2069,RODENSTOCK,
Verres progressifs,Progressiv Life 1.74,65 74,1.74,ORG,2069,RODENSTOCK,
Verres progressifs,Informance ELITE ColorMatic 3 1.54,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,Informance HD Pro ColorMatic 3 1.54,65 54,1.54,ORG PHO brun/gris,2069,RODENSTOCK,
Verres progressifs,RelaxSee Neo Lite (0.75) 1.67,https://si.france-optique.com/img/gravures/nasal/web_1704-1007-tem-nikon-09.tif.jpg,1.67,ORG,561,NIKON VERRES OPTIQUES,datalake/staging/media\web_1704-1007-tem-nikon-09.tif.jpg
Verres progressifs,I.M.S / I.M.S Transitions TM Gen S®,2,1.6,ORG,711,NOVACEL,
Verres progressifs,I.M.S Micros / I.M.S Micros Transitions TM Gen S®,2,1.6,ORG,711,NOVACEL,
Verres progressifs,I.M.S / I.M.S Micros - I.M.S Micros Transitions TM Gen S®,3,1.67,ORG,711,NOVACEL,
Verres progressifs,I.M.S,,1.74,ORG,711,NOVACEL,
Verres progressifs,I.M.S / I.M.S Photomatic,,1.5,MIN,711,NOVACEL,
Verres progressifs,I.M.S / I.M.S Photomatic,H,1.6,MIN,711,NOVACEL,
Verres progressifs,I.M.S,H7,1.7,MIN,711,NOVACEL,
Verres progressifs,I.M.S,,1.8,MIN,711,NOVACEL,
Verres progressifs,Elite Néo / Elite Néo UV Clear / Elite Néo Blue Clear / Elite Néo Transitions TM Gen S®,EN,1.5,ORG,711,NOVACEL,
Verres progressifs,Elite Néo Micros / Elite Néo Micros UV Clear / Elite Néo Micros Blue Clear / Elite Néo Micros Transitions TM Gen S®,ENm,1.5,ORG,711,NOVACEL,
Verres progressifs,Elite Néo / Elite Néo Transitions TM Gen S®,P ,1.59,POLY,711,NOVACEL,
Verres progressifs,Elite Néo Micros / Elite Néo Micros Transitions TM Gen S®,P ,1.59,POLY,711,NOVACEL,
Verres progressifs,Elite Néo / Elite Néo UV Clear / Elite Néo Blue Clear / Elite Néo Transitions TM Gen S®,2 ,1.6,ORG,711,NOVACEL,
Verres progressifs,Elite Néo Micros / Elite Néo Micros UV Clear / Elite Néo Micros Blue Clear / Elite Néo Micros Transitions TM Gen S®,2 ,1.6,ORG,711,NOVACEL,
Verres progressifs,Elite Néo / Elite Néo Blue Clear / Elite Néo Transitions TM Gen S®,3 ,1.67,ORG,711,NOVACEL,
Verres progressifs,Elite Néo Micros / Elite Néo Micros Blue Clear / Elite Néo Micros Transitions TM Gen S®,3 ,1.67,ORG,711,NOVACEL,
Verres progressifs,Elite Néo / Elite Néo Blue Clear / Elite Néo Transitions TM Gen S®,4 ,1.74,ORG,711,NOVACEL,
Verres progressifs,Elite Néo Micros / Elite Néo Micros Blue Clear / Elite Néo Micros Transitions TM Gen S®,4 ,1.74,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Perfect,EV,1.5,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Micros Perfect,EVm,1.5,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Perfect,2 ,1.6,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Micros Perfect,2 ,1.6,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Perfect,3 ,1.67,ORG,711,NOVACEL,
Verres progressifs,Elite-Vista Micros Perfect,3 ,1.67,ORG,711,NOVACEL,
Verres progressifs,Proximum / Proximum UV Clear / Proximum Blue Clear / Proximum Transitions™ Gen S®  / Proximum Transitions™ XTRActive®,PX,1.5,ORG,711,NOVACEL,
Verres progressifs,Proximum / Proximum UV Clear / Proximum Blue Clear / Proximum Transitions™ Gen S®  / Proximum Transitions™ XTRActive®,2 ,1.6,ORG,711,NOVACEL,
Verres progressifs,Proximum / Proximum Blue Clear / Proximum Transitions™ Gen S®  / Proximum Transitions™ XTRActive®,3 ,1.67,ORG,711,NOVACEL,
Verres progressifs,Proximum / Proximum Blue Clear / Proximum Transitions™ Gen S®,4 ,1.74,ORG,711,NOVACEL,
Verres progressifs,EASY /  EASY UV Clear / EASY Blue Clear / EASY Transitions TM Gen S® /  EASY Transitions TM XTRActive®,Ea,1.5,ORG,711,NOVACEL,
Verres progressifs,EASY Trivex® / EASY Trivex® Blue Clear / EASY Trivex®Transitions TM Gen S® / EASY Trivex®Transitions TM XTRActive®,T ,1.53,TVX,711,NOVACEL,
Verres progressifs,EASY / EASY Transitions TM Gen S® / EASY Transitions TM XTRActive®,P ,1.59,POLY,711,NOVACEL,
Verres Unifocaux,One BIOMETRICS,OBIO,1.60,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,One BIOMETRICS Photo,OBIO,1.60,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,One BIOMETRICS,OBIO,1.71,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,One BIOMETRICS,OBIO,1.81,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.74,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.53,TVX,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.60,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.71,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS,RBIO A*,1.81,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Photo,RBIO A*,1.60,MIN,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Transitions GEN 8,RBIO A*,1.53,TVX,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS UV,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS B-UV,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS B-UV,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS B-UV,RBIO A*,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS PhotoTrans,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS PhotoTrans,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS PhotoTrans,RBIO A*,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Transitions GEN 8,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Transitions GEN 8,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Transitions GEN 8,RBIO A*,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Polar,RBIO A*,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Polar,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Polar,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS XTRActive,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS XTRActive,RBIO A*,1.60,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,Relax BIOMETRICS Drivewear,RBIO A*,1.50,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE UV,SMY,1.5,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE B-UV,SMY,1.5,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE UV,SMY,1.6,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE B-UV,SMY,1.6,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE UV,SMY,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE B-UV,SMY,1.67,ORG,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE UV,SMY,1.59,POLY,659,OPTISWWIS FRANCE,
Verres Unifocaux,SMYLE B-UV,SMY,1.53,TVX,659,OPTISWWIS FRANCE,
Verres de proximit,Nearis S-Fusion Office,NESO,1.50,ORG,659,OPTISWWIS FRANCE,
Verres progressifs,Attitude III Fashion 15 & 18 Poly Polarized,https://si.france-optique.com/img/gravures/nasal/web_222-nas-shamir-75.tif.jpg,1.59,POLY,2397,SHAMIR FRANCE,datalake/staging/media\web_222-nas-shamir-75.tif.jpg
Uncategorized,Varilux E 2 Lineis Eye Protect System et Lineis Transitions,https://si.france-optique.com/img/gravures/nasal/web_623-nas-essilor-16.tif.jpg,1.74,ORG,521,ESSILOR FRANCE,datalake/staging/media\web_623-nas-essilor-16.tif.jpg
Uncategorized,ZEISS Digital EnergizeMe 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS Digital EnergizeMe 1.5,,ORG,"1,5",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal EnergizeMe 1.67,,ORG,"1,67",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal EnergizeMe 1.6,,ORG,"1,6",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal EnergizeMe Poly,,POLY,"1,59",2414,ZEISS VISION CARE FRANCE,
Uncategorized,ZEISS unifocal EnergizeMe 1.53,,TVX,"1,53",2414,ZEISS VISION CARE FRANCE,
